77234	28
2722	6
74428	86
81923	93
14467	55
79984	52
94977	94
9750	61
57515	40
95977	6
51942	75
78279	38
86937	2
97025	73
20641	8
73640	44
73620	21
52036	98
61013	44
32804	55
2088	6
34517	82
32951	70
41522	87
98969	99
63851	27
70805	16
42485	33
23734	7
23184	77
14982	96
68683	48
79964	16
61722	69
15285	49
68182	98
57663	52
57390	46
99659	55
58717	53
49757	79
71326	53
68203	10
40986	74
66292	30
6305	41
22005	86
51503	20
67917	86
40378	38
46453	17
90915	8
82422	22
11412	41
2574	84
35158	79
45592	8
35162	34
34202	84
32498	10
72664	88
12286	78
35723	23
89183	40
65965	75
82208	88
65910	58
59838	2
4575	92
82036	10
66257	77
89450	21
50775	24
78077	13
42663	16
21409	98
90979	59
91520	52
4367	88
9729	26
94518	24
1985	30
73447	7
76170	41
69177	32
18865	86
19560	62
70134	62
63089	74
9449	15
44278	13
86859	99
73051	23
36650	48
62256	3
70385	5
97248	79
65792	52
69306	32
5286	50
82038	61
97146	44
45455	15
5539	49
46289	90
91888	61
50896	74
40321	38
41717	95
64083	79
42104	75
71841	56
77298	1
74094	97
81003	23
44786	5
80324	66
82763	77
28465	6
24991	50
92834	37
94802	71
51956	56
44617	13
30990	6
57714	7
73126	60
86642	24
16402	5
56484	89
58915	17
64166	37
68345	27
26441	22
47520	3
98775	94
66408	19
42209	88
65382	79
59100	63
1066	92
31398	7
52854	83
28562	72
67034	47
55416	85
29728	95
30913	2
37751	23
73387	52
11021	100
4790	59
10326	81
6697	98
8827	93
64174	48
95690	43
33129	13
74277	0
98693	59
46199	62
14048	82
49830	95
50143	49
25535	41
44823	16
30171	12
89184	70
85282	57
38500	43
40200	93
36789	26
37262	56
82682	90
56859	84
57151	37
86284	26
85527	50
20899	6
22596	45
92345	30
20370	76
68489	47
54217	87
86821	78
66647	44
91502	21
38137	86
39612	86
1538	35
65033	76
67744	60
71027	78
50944	19
57452	64
53662	96
74474	9
57934	1
25258	91
95621	91
99639	98
7333	7
99344	100
42590	47
98618	85
18856	82
10293	12
75298	23
61375	49
21095	63
72309	55
37431	90
57312	9
63092	77
5786	53
21247	99
40474	33
82559	51
46659	86
79821	0
68371	0
73472	12
64553	0
44253	48
93617	91
56621	77
78174	31
84871	26
37356	37
10893	87
996	36
9814	60
2477	46
24751	85
66955	42
37015	30
16296	45
93116	72
85688	25
77877	75
33790	61
8766	27
98267	100
12396	49
30954	72
6968	67
22058	86
96940	83
18159	41
17481	49
39058	49
47434	74
36331	74
20648	7
17710	15
82779	42
70998	73
68133	63
53969	83
77822	11
62506	88
730	41
57912	86
60233	52
47451	0
65179	31
1951	8
37260	55
27117	21
32087	16
70784	68
14665	2
18846	15
14893	43
62837	14
90626	37
57642	82
64483	75
34877	69
81633	22
63870	83
92290	3
13196	40
95196	68
88806	75
76081	67
63974	33
30940	9
1347	3
90872	13
86045	49
46789	48
65224	18
64535	97
73079	71
3080	85
18191	13
92494	27
68681	40
72582	71
10498	100
23839	68
61458	13
59109	1
46588	65
45729	45
75139	97
78511	55
4920	57
1666	31
40787	78
5018	89
15607	97
77567	18
87283	54
49719	29
65500	47
45017	99
62296	31
4629	12
27264	71
42609	83
75164	59
11849	42
36884	61
65150	20
9088	99
70261	1
31943	53
93278	79
81219	91
40177	18
19052	83
11815	80
94434	41
74000	65
18158	61
75284	14
98229	49
48134	88
63975	8
19174	41
47626	2
97615	91
12149	2
49364	4
53031	70
41490	33
44160	88
22545	9
17131	20
96208	65
94864	87
91659	67
69344	46
30409	72
81522	94
91840	74
8073	58
16551	77
62539	39
43225	13
54740	26
16693	30
35842	93
35390	0
79880	78
74353	100
95529	38
82467	22
41207	71
29935	80
28046	3
58911	13
31219	35
49375	97
5200	18
83781	76
17977	40
78264	26
72612	55
98224	89
78615	91
5282	40
95174	65
94807	4
71686	91
24931	92
59323	70
48977	10
28684	96
56671	30
51035	57
58847	78
7935	77
10208	13
4873	95
36901	76
39806	20
33039	34
5696	79
66006	78
15443	76
30631	3
67455	93
57641	23
35317	40
22329	16
91444	79
65998	62
3930	77
41302	23
95033	31
64577	16
91529	6
33152	75
91004	42
29302	41
96060	33
4109	95
12243	64
51017	50
90921	4
48342	27
46348	74
48798	93
80968	7
88540	33
21030	51
2209	7
44279	15
10639	51
47547	96
30646	93
15503	73
91079	86
28654	9
28619	8
38156	30
55153	63
97140	45
52019	26
16310	87
92107	49
66308	98
44319	51
65726	73
61678	8
34116	38
90025	42
27652	1
62443	53
3181	100
3623	93
89569	55
91494	31
81901	57
58355	14
17551	97
63360	15
46248	29
33460	15
66202	51
71127	72
46551	40
97427	60
25615	65
30190	85
12708	61
77388	4
32760	41
45933	90
21049	80
11366	44
21292	22
56267	12
88803	12
16679	14
93548	82
60172	98
45102	64
58477	100
46881	33
10202	94
15565	53
88264	49
16682	97
81973	4
77147	85
26793	61
57762	5
97241	8
75040	25
6036	46
75303	44
44185	64
8634	62
83713	15
87296	77
32104	2
60969	78
37575	92
14580	23
69178	21
65023	46
97559	40
99957	17
12753	86
56099	48
140	64
81141	92
41378	95
79983	35
30327	80
69422	17
43929	63
35945	77
50110	68
79914	98
63911	83
80232	12
74096	54
46394	19
39332	73
19638	53
9377	10
25940	11
27374	8
21710	83
51898	46
45081	59
12318	45
69968	32
33346	62
32718	77
67349	51
33479	19
81539	2
91343	1
6377	24
54991	0
90281	43
91976	63
74003	7
81827	0
76122	49
64417	77
79008	72
24321	77
93321	39
52810	80
48702	79
31237	97
18056	48
1731	36
26424	40
99051	9
34277	59
13622	38
75700	30
80117	67
67621	27
36611	68
63588	56
65315	70
54115	58
28060	94
19906	42
6823	71
12428	73
53441	29
54450	54
11416	13
63706	76
76331	13
50434	35
99587	50
30273	98
25137	40
84704	54
56512	65
25013	18
6382	20
38061	90
27325	12
35763	80
67469	23
84217	64
19448	29
20281	51
11129	42
63711	57
7709	40
43723	40
